DATE_OF_INTEREST,CASE_COUNT,probable_case_count,HOSPITALIZED_COUNT,DEATH_COUNT,DEATH_COUNT_PROBABLE,CASE_COUNT_7DAY_AVG,all_case_count_7day_avg,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,all_death_count_7day_avg,BX_CASE_COUNT,bx_probable_case_count,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,bx_probable_death_count,BX_CASE_COUNT_7DAY_AVG,bx_all_case_count_7day_avg,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,bx_all_death_count_7day_avg,BK_CASE_COUNT,bk_probable_case_count,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,bk_probable_death_count,BK_CASE_COUNT_7DAY_AVG,bk_all_case_count_7day_avg,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,bk_all_death_count_7day_avg,MN_CASE_COUNT,mn_probable_case_count,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,mn_probable_death_count,MN_CASE_COUNT_7DAY_AVG,mn_all_case_count_7day_avg,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,mn_all_death_count_7day_avg,QN_CASE_COUNT,qn_probable_case_count,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,qn_probable_death_count,QN_CASE_COUNT_7DAY_AVG,qn_all_case_count_7day_avg,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,qn_all_death_count_7day_avg,SI_CASE_COUNT,si_probable_case_count,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,si_probable_death_count,SI_CASE_COUNT_7DAY_AVG,si_all_case_count_7day_avg,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,si_all_death_count_7day_avg,INCOMPLETE
12/29/2021,"50,373","5,876",965,44,6,"32,985","36,796",781,35,38,"10,099","1,569",269,15,1,"6,165","7,117",201,7,8,"14,263","1,525",302,17,2,"9,722","10,789",257,12,13,"7,711",937,135,6,1,"5,492","6,136",122,4,5,"14,706","1,555",222,4,2,"9,331","10,291",176,10,11,"3,580",290,53,2,0,"2,267","2,454",34,3,3,0
12/30/2021,"47,091","5,754","1,055",35,2,"35,174","39,257",832,37,40,"9,311","1,441",307,5,0,"6,729","7,756",218,8,8,"13,356","1,562",335,17,2,"10,260","11,403",274,13,15,"7,451",929,162,4,0,"5,656","6,318",129,4,5,"13,877","1,511",208,9,0,"10,093","11,142",182,10,11,"3,087",311,56,0,0,"2,429","2,630",38,2,2,0
12/31/2021,"29,022","3,342",843,56,4,"36,828","41,033",869,39,43,"5,128",763,173,9,0,"7,041","8,099",222,8,8,"8,695",938,298,19,4,"10,707","11,881",287,13,15,"4,567",599,139,10,0,"5,869","6,544",137,6,6,"8,937",869,200,16,0,"10,675","11,762",192,11,11,"1,690",173,43,2,0,"2,528","2,738",41,2,2,0
01/01/2022,"11,998","1,903",885,57,11,"37,429","41,721",908,43,47,"1,987",448,208,15,0,"7,122","8,203",231,9,9,"3,503",437,268,17,7,"10,874","12,059",296,15,17,"1,920",372,157,9,0,"5,942","6,634",144,6,6,"3,714",544,210,15,2,"10,897","12,012",202,12,12,874,102,52,1,2,"2,587","2,804",45,1,2,0
01/02/2022,"32,436","3,501","1,316",62,6,"38,786","43,117",988,47,51,"4,916",679,363,11,1,"7,293","8,372",257,10,10,"10,115","1,057",374,19,2,"11,290","12,488",312,16,19,"5,070",677,221,7,1,"6,154","6,868",159,7,7,"9,859",914,319,22,2,"11,368","12,488",224,13,14,"2,468",174,60,3,0,"2,673","2,892",49,1,2,0
01/03/2022,"54,834","5,869","1,152",67,8,"39,309","43,655","1,013",51,57,"10,554","1,399",359,11,3,"7,399","8,462",269,10,11,"16,574","1,577",327,25,3,"11,513","12,713",311,18,21,"9,091",971,185,8,0,"6,246","6,970",164,7,7,"15,190","1,606",264,21,2,"11,512","12,648",233,14,16,"3,405",316,29,2,0,"2,629","2,852",48,2,2,0
01/04/2022,"49,035","5,434","1,035",76,15,"39,256","43,781","1,036",57,64,"10,241","1,358",326,12,3,"7,462","8,556",286,11,12,"13,788","1,393",287,31,5,"11,471","12,683",313,21,24,"8,716",888,153,9,4,"6,361","7,128",165,8,8,"13,337","1,531",226,18,3,"11,374","12,593",236,15,17,"2,946",264,51,6,0,"2,579","2,811",49,2,3,0
01/05/2022,"40,127","4,458","1,148",81,7,"37,792","42,115","1,062",62,70,"7,946","1,048",298,11,2,"7,155","8,174",291,11,12,"11,151","1,171",369,23,1,"11,026","12,188",323,22,25,"7,078",751,172,15,0,"6,270","7,011",170,9,10,"11,422","1,270",266,25,4,"10,905","12,083",242,18,20,"2,528",218,58,7,0,"2,428","2,651",50,3,3,0
01/06/2022,"36,310","3,629",970,93,5,"36,252","40,271","1,050",70,78,"6,978",690,280,13,0,"6,821","7,734",287,12,13,"10,438",954,273,30,2,"10,609","11,684",314,23,27,"6,319",704,156,23,2,"6,109","6,818",169,12,13,"10,472","1,086",220,23,1,"10,419","11,536",244,20,22,"2,093",195,47,4,0,"2,286","2,492",49,4,4,0
01/07/2022,"23,148","2,682",839,87,17,"35,413","39,338","1,049",75,85,"4,230",602,213,12,4,"6,693","7,582",292,12,14,"6,832",709,268,24,6,"10,343","11,386",309,24,28,"4,334",496,138,15,2,"6,075","6,770",169,12,14,"6,430",744,190,34,5,"10,061","11,160",242,23,25,"1,318",131,41,2,0,"2,233","2,433",48,4,4,0
01/08/2022,"16,168","2,064",773,97,9,"36,008","39,956","1,033",80,90,"2,699",459,206,12,3,"6,795","7,686",292,12,14,"4,834",524,227,41,3,"10,533","11,588",304,28,31,"2,514",345,127,10,0,"6,160","6,851",165,12,14,"5,014",625,173,28,3,"10,246","11,357",237,24,27,"1,106",110,46,6,0,"2,266","2,467",47,4,4,0
01/09/2022,"14,334","1,925",735,121,4,"33,422","37,145",950,89,98,"1,858",377,167,22,3,"6,358","7,206",264,13,16,"4,689",560,229,47,0,"9,758","10,742",283,32,34,"2,105",330,129,16,1,"5,737","6,377",151,14,15,"4,557",541,168,30,0,"9,489","10,546",215,26,28,"1,121",117,43,6,0,"2,074","2,267",45,5,5,0
01/10/2022,"24,971","3,371",936,110,12,"29,156","32,522",919,95,105,"4,496",743,263,20,1,"5,493","6,246",250,15,17,"7,527","1,013",260,37,5,"8,466","9,369",273,33,36,"4,061",492,155,20,3,"5,018","5,590",147,15,17,"7,276",936,213,25,2,"8,358","9,320",208,26,29,"1,607",186,55,8,1,"1,817","1,991",49,6,6,0
01/11/2022,"18,443","2,342",783,131,13,"24,786","27,710",883,103,112,"3,355",619,193,23,0,"4,509","5,157",231,16,18,"5,479",554,258,44,5,"7,279","8,062",269,35,38,"2,884",400,124,19,3,"4,185","4,688",143,17,18,"5,439",640,176,40,4,"7,230","8,065",201,29,32,"1,283",129,44,5,1,"1,579","1,735",48,5,6,0
01/12/2022,"18,418","2,191",775,120,7,"21,685","24,285",830,108,118,"3,016",365,169,25,1,"3,805","4,355",213,18,20,"5,669",692,240,44,1,"6,495","7,211",251,38,41,"3,201",381,120,25,1,"3,631","4,081",136,18,20,"5,410",643,209,22,4,"6,371","7,116",193,29,32,"1,119",110,45,4,0,"1,378","1,518",46,5,5,0
01/13/2022,"16,070","1,919",737,126,9,"18,793","21,149",797,113,123,"2,503",366,162,18,3,"3,165","3,670",196,19,21,"5,240",572,218,45,3,"5,753","6,413",243,40,44,"2,545",311,123,24,0,"3,092","3,486",131,18,20,"4,807",542,204,33,2,"5,562","6,229",190,30,33,973,128,42,6,1,"1,218","1,348",45,5,6,0
01/14/2022,"13,277","1,630",697,130,6,"17,383","19,589",777,119,128,"2,205",351,179,28,3,"2,876","3,345",191,21,23,"4,107",371,210,40,2,"5,364","5,976",235,43,45,"2,322",270,117,17,0,"2,805","3,166",128,19,20,"3,834",552,168,40,1,"5,191","5,831",187,31,33,805,86,31,5,0,"1,145","1,269",44,6,6,0
01/15/2022,"6,747",881,522,100,8,"16,037","18,074",741,120,128,886,173,117,14,2,"2,617","3,045",179,21,23,"2,230",216,177,40,3,"4,992","5,560",227,42,45,976,157,73,18,3,"2,585","2,919",120,20,21,"2,119",280,120,25,0,"4,777","5,368",180,31,33,536,55,42,3,0,"1,063","1,179",43,5,6,0
01/16/2022,"6,852",900,456,114,13,"14,968","16,859",701,119,128,792,187,102,20,3,"2,465","2,865",169,21,23,"2,415",249,136,49,5,"4,667","5,191",214,43,46,"1,177",164,66,17,3,"2,452","2,763",111,20,22,"2,016",245,123,25,2,"4,414","4,963",173,30,32,452,55,33,3,0,968,"1,075",42,5,5,0
01/17/2022,"9,593","1,220",543,106,8,"12,771","14,355",645,118,127,"1,183",260,104,23,1,"1,991","2,323",147,22,23,"3,344",320,168,30,3,"4,069","4,494",201,42,45,"1,634",202,84,13,1,"2,106","2,375",101,19,21,"2,750",361,140,32,2,"3,768","4,234",163,31,33,679,77,49,8,1,835,927,41,5,5,0
01/18/2022,"10,902","1,191",518,118,9,"11,694","13,113",607,116,125,"1,615",240,125,28,2,"1,743","2,020",137,22,24,"3,569",318,150,36,1,"3,796","4,187",186,41,43,"2,060",213,87,13,2,"1,988","2,230",96,18,20,"2,949",346,140,34,3,"3,412","3,836",158,30,32,707,74,22,7,1,753,837,38,5,6,0
01/19/2022,"8,995",963,445,91,5,"10,348","11,591",560,112,120,"1,253",190,104,17,1,"1,491","1,743",128,21,23,"2,967",275,135,28,2,"3,410","3,742",171,38,41,"1,737",160,67,13,1,"1,779","1,990",88,16,18,"2,471",261,106,25,1,"2,992","3,362",143,31,32,560,77,34,8,0,673,752,36,6,6,0
01/20/2022,"7,029",721,468,116,5,"9,056","10,129",521,111,118,952,126,102,17,2,"1,269","1,488",119,21,23,"2,309",180,157,35,0,"2,992","3,267",162,37,39,"1,436",127,86,25,0,"1,620","1,805",83,17,18,"1,883",238,103,33,3,"2,575","2,901",129,31,32,449,50,24,6,0,598,666,34,6,6,0
01/21/2022,"5,787",640,401,107,11,"7,986","8,917",479,107,116,761,124,103,19,3,"1,063","1,249",108,20,22,"1,778",163,138,42,5,"2,659","2,905",152,37,40,"1,150",107,74,14,0,"1,453","1,614",77,16,18,"1,708",195,80,26,3,"2,271","2,546",116,29,31,389,51,15,6,0,539,602,31,6,6,0
01/22/2022,"3,636",516,323,85,2,"7,542","8,421",451,105,113,465,81,81,10,1,"1,003","1,176",103,19,21,"1,203",154,96,37,0,"2,512","2,749",140,37,39,536,98,45,6,1,"1,390","1,543",73,14,16,"1,159",160,85,24,0,"2,134","2,392",111,28,30,273,23,19,8,0,501,559,28,7,7,0
01/23/2022,"3,402",498,282,101,8,"7,049","7,870",426,103,110,351,81,60,18,2,940,"1,097",97,19,21,"1,236",133,87,37,0,"2,344","2,564",133,35,37,604,100,42,18,3,"1,308","1,452",69,15,16,984,161,79,26,2,"1,986","2,232",105,29,31,227,23,17,2,1,469,523,26,6,7,0
01/24/2022,"6,025",644,362,111,8,"6,539","7,278",400,104,111,816,135,113,16,3,888,"1,027",98,18,20,"2,005",182,100,42,2,"2,152","2,353",123,37,38,"1,225",109,63,10,2,"1,250","1,380",66,14,15,"1,551",175,74,29,1,"1,815","2,034",95,28,30,425,43,15,14,0,433,482,21,7,8,0
01/25/2022,"4,764",467,354,101,4,"5,663","6,298",376,102,108,582,73,88,19,1,740,856,93,17,18,"1,604",130,120,37,0,"1,872","2,046",119,37,38,"1,000",107,43,18,1,"1,098","1,214",60,15,16,"1,249",136,80,25,2,"1,572","1,762",87,27,29,328,21,25,2,0,379,420,21,7,7,0
01/26/2022,"4,198",418,290,109,6,"4,977","5,535",354,104,111,518,62,63,24,3,635,732,87,18,20,"1,452",114,89,29,1,"1,655","1,806",112,37,38,899,80,46,16,1,979,"1,083",57,15,16,"1,076",141,74,35,1,"1,373","1,545",82,28,30,251,21,20,5,0,335,368,19,6,6,0
01/27/2022,"3,635",356,282,79,1,"4,492","4,998",328,99,105,443,66,56,13,0,562,651,81,17,19,"1,189",116,96,26,0,"1,495","1,637",104,36,37,787,62,45,9,1,886,981,51,13,14,953,102,58,23,0,"1,240","1,393",76,27,28,259,10,30,8,0,307,335,20,6,7,0
01/28/2022,"2,723",308,211,96,6,"4,055","4,513",301,97,102,307,50,48,15,3,497,576,73,16,18,894,82,54,30,1,"1,369","1,499",92,34,35,567,74,43,17,0,803,893,47,13,15,756,81,52,20,1,"1,104","1,241",72,26,27,197,21,16,14,1,280,303,20,8,8,0
01/29/2022,511,62,143,76,4,"3,608","4,002",275,96,101,69,4,24,13,0,441,508,65,17,19,140,10,52,28,1,"1,217","1,327",85,33,33,146,36,21,13,2,747,828,43,14,16,127,10,39,18,1,957,"1,072",65,25,26,29,2,9,4,0,245,265,19,7,7,0
01/30/2022,"1,424",224,145,86,3,"3,326","3,680",255,94,99,138,32,23,16,1,410,471,59,17,18,488,62,52,32,0,"1,110","1,210",80,32,33,318,50,17,9,1,706,780,40,13,14,364,66,37,24,1,868,970,59,25,26,116,14,17,5,0,229,248,19,7,8,0
01/31/2022,"3,113",278,212,85,7,"2,910","3,212",234,90,95,639,53,58,13,1,385,434,51,16,17,907,70,72,34,2,953,"1,037",76,31,32,639,61,21,13,2,622,689,34,14,15,706,83,48,18,1,747,836,55,23,24,221,11,16,7,1,200,214,19,6,7,0
02/01/2022,"2,239",250,178,70,2,"2,549","2,820",209,86,90,282,50,32,12,2,342,388,43,15,17,757,62,60,20,0,832,906,68,28,29,521,45,23,9,0,554,612,31,12,13,527,69,54,27,0,644,723,52,24,24,148,24,11,2,0,174,189,17,6,7,0
02/02/2022,"2,325",236,167,92,1,"2,281","2,526",191,83,87,261,43,39,12,0,306,348,40,13,14,832,62,52,31,1,744,810,63,29,29,528,57,15,14,0,501,556,26,12,13,542,63,51,27,0,568,636,48,22,23,159,11,11,8,0,161,175,16,7,7,0
02/03/2022,"2,001",185,141,71,2,"2,048","2,268",171,82,86,253,29,31,12,0,278,316,36,13,14,752,58,57,21,1,681,739,57,28,29,418,48,17,14,0,448,501,22,13,13,457,36,28,16,1,497,555,44,21,22,121,14,11,8,0,142,155,13,7,7,0
02/04/2022,"1,539",150,154,50,0,"1,879","2,077",163,76,78,176,18,25,11,0,260,292,33,13,13,495,47,44,11,0,624,677,56,25,26,323,33,28,11,0,413,460,20,12,13,427,43,45,13,0,450,503,43,20,21,117,9,14,4,0,130,142,13,5,6,0
02/05/2022,946,154,119,51,3,"1,941","2,152",159,72,75,117,17,30,14,0,267,301,34,13,13,298,35,34,12,1,647,704,53,23,24,195,45,19,10,0,420,469,20,11,12,266,50,30,12,2,470,528,42,20,20,70,7,7,3,0,136,149,12,5,5,0
02/06/2022,866,141,106,53,1,"1,861","2,060",154,67,70,70,15,17,9,0,257,289,33,12,12,262,31,26,21,1,615,667,49,21,22,218,44,16,9,0,406,454,20,11,12,238,45,39,7,0,452,507,42,17,18,78,6,9,7,0,131,142,11,6,6,0
02/07/2022,"1,602",186,107,38,1,"1,645","1,831",139,61,62,190,27,22,6,0,193,221,28,11,11,529,53,34,18,0,561,610,44,19,20,368,41,19,4,0,367,412,20,10,10,404,49,29,6,1,409,459,39,15,16,111,16,4,4,0,115,127,10,5,5,0
02/08/2022,"1,515",149,129,56,1,"1,542","1,714",132,59,60,195,13,36,8,0,180,203,29,10,10,529,50,47,28,0,528,576,42,20,21,376,33,13,6,0,347,390,18,10,10,314,32,29,12,0,378,424,36,13,14,101,21,5,2,1,108,120,9,5,5,0
02/09/2022,"1,316",145,115,50,1,"1,398","1,556",124,53,54,159,21,25,8,0,166,186,27,10,10,405,48,40,14,1,467,513,40,18,18,341,32,15,8,0,320,359,18,9,9,329,35,29,16,0,348,389,33,12,12,80,9,7,4,0,97,109,8,5,5,0
02/10/2022,"1,224",123,89,40,3,"1,287","1,437",117,48,50,128,24,20,4,2,148,167,25,9,9,402,29,34,14,0,417,459,37,17,17,297,29,15,5,1,303,339,18,8,8,325,29,16,11,0,329,369,31,11,11,72,12,4,6,0,90,101,7,4,4,0
02/11/2022,983,106,110,43,1,"1,207","1,351",111,47,49,133,13,24,10,0,142,160,25,8,9,317,27,34,11,0,392,431,36,17,17,236,29,12,7,0,290,326,16,7,7,229,29,30,10,0,301,339,29,11,11,67,8,10,5,1,83,94,7,4,5,0
02/12/2022,635,93,72,33,1,"1,163","1,298",104,45,46,68,9,15,7,0,135,152,23,7,8,213,31,24,7,0,380,418,34,16,16,145,27,15,4,0,283,317,15,6,6,150,21,10,10,1,284,318,26,10,11,59,5,8,5,0,81,92,7,5,5,0
02/13/2022,457,75,57,43,1,"1,105","1,230",97,43,45,54,10,15,12,0,132,149,22,8,8,153,19,11,17,1,364,401,32,16,16,105,22,10,4,0,267,297,14,5,6,110,16,15,7,0,266,296,23,10,11,35,8,6,3,0,75,86,6,4,4,0
02/14/2022,"1,015",107,80,22,1,"1,021","1,135",93,41,42,96,12,18,3,0,119,134,22,7,8,356,33,27,10,1,339,373,31,14,15,277,23,13,3,0,254,282,13,5,5,217,31,20,2,0,239,267,21,10,10,69,8,3,4,0,69,79,6,4,4,0
02/15/2022,941,110,74,24,3,939,"1,047",85,36,38,91,9,14,2,1,104,118,19,7,7,301,27,30,5,0,307,337,29,11,12,269,34,7,5,0,239,267,12,5,5,205,33,17,11,2,224,251,20,10,10,74,7,8,1,0,65,73,7,4,4,0
02/16/2022,936,68,72,30,1,884,982,79,34,35,89,7,12,6,0,94,106,17,6,7,317,12,26,10,0,294,320,27,11,11,250,34,10,3,0,226,254,12,4,5,219,9,21,9,1,208,232,18,9,9,60,6,3,2,0,62,70,6,4,4,0
02/17/2022,832,115,77,41,1,828,925,77,34,35,81,9,10,7,0,87,97,15,7,7,268,35,23,15,0,275,301,25,11,11,232,36,17,11,1,216,246,12,5,5,205,27,23,7,0,191,214,19,8,9,45,8,4,1,0,58,66,6,3,3,0
02/18/2022,663,97,61,35,1,783,878,70,33,34,70,11,15,4,1,78,88,14,6,6,214,30,13,13,0,260,287,22,11,11,149,32,8,8,0,204,234,11,5,6,174,20,20,7,0,183,205,18,8,8,56,4,6,3,0,57,63,5,3,3,0
02/19/2022,425,71,51,31,0,753,845,67,32,33,40,9,11,6,0,74,84,14,6,6,103,20,16,10,0,245,270,21,11,12,122,23,6,2,0,201,230,10,5,5,126,18,16,12,0,179,201,19,8,8,34,1,2,1,0,53,59,5,2,2,0
02/20/2022,381,58,39,16,0,742,831,65,28,29,44,4,12,3,0,73,82,13,4,5,115,16,14,8,0,239,264,21,10,10,118,16,4,0,0,202,231,9,5,5,73,18,7,4,0,174,196,18,7,8,31,4,3,1,0,53,58,4,2,2,0
02/21/2022,558,91,41,29,0,677,764,59,29,30,47,8,12,3,0,66,74,12,4,5,155,27,8,9,0,210,234,19,10,10,160,29,8,3,0,186,215,9,5,5,160,19,12,12,0,166,187,17,9,9,36,8,1,2,0,48,53,4,2,2,0
02/22/2022,684,92,55,12,0,640,724,57,28,28,66,7,11,2,0,62,70,12,4,5,218,29,20,4,0,199,223,17,10,10,192,24,2,2,0,175,202,8,4,4,153,26,13,4,0,159,178,16,8,8,54,6,9,0,0,45,50,4,1,1,0
02/23/2022,703,76,42,19,1,607,692,52,26,27,68,12,13,3,0,59,68,12,4,4,200,11,9,6,0,182,206,15,9,9,259,33,7,2,0,176,204,7,4,4,140,12,11,7,0,147,167,15,8,8,36,8,3,1,1,42,47,4,1,1,0
02/24/2022,660,78,42,18,1,582,662,47,23,23,77,10,11,4,0,59,68,12,4,4,176,24,8,6,1,169,191,13,8,8,204,22,9,3,0,172,198,6,3,3,163,19,12,3,0,141,160,13,7,7,40,3,3,2,0,41,46,4,1,2,0
02/25/2022,537,36,43,17,0,564,636,45,20,21,31,4,4,4,0,53,61,11,4,4,184,7,18,3,0,164,184,13,7,7,165,12,4,2,0,174,197,6,2,2,118,11,11,6,0,133,151,12,7,7,38,2,7,2,0,38,43,4,1,1,0
02/26/2022,338,75,31,6,0,552,624,42,17,17,32,6,5,0,0,52,59,10,3,3,105,21,9,1,0,165,184,12,5,5,109,28,6,1,0,172,196,6,2,2,69,14,10,4,0,125,142,11,6,6,22,6,2,0,0,37,42,4,1,1,0
02/27/2022,360,68,30,19,0,549,622,41,17,17,27,15,5,1,0,50,59,9,2,2,126,19,7,4,0,166,186,11,5,5,115,23,4,5,0,172,196,6,3,3,68,10,10,8,0,124,140,11,6,6,24,1,4,1,0,36,41,4,1,1,0
02/28/2022,706,100,52,6,1,570,645,42,14,14,57,13,9,3,0,51,61,8,2,2,197,25,15,1,0,172,192,12,4,4,247,33,9,1,1,184,209,6,2,2,156,26,17,1,0,124,141,12,5,5,49,3,2,0,0,38,42,4,1,1,0
03/01/2022,610,79,44,19,0,559,632,41,15,15,56,8,11,4,0,50,59,8,3,3,180,20,11,3,0,167,185,11,3,4,230,27,8,2,0,190,215,7,2,2,111,22,10,7,0,118,134,12,5,5,33,2,4,3,0,35,38,4,1,1,0
03/02/2022,640,107,41,16,3,550,628,40,14,15,47,17,11,2,0,47,57,8,3,3,190,21,13,9,1,165,185,12,4,4,235,34,3,2,0,186,212,6,2,2,121,27,9,2,2,115,134,11,4,5,45,8,5,1,0,36,39,4,1,1,0
03/03/2022,586,84,42,8,0,540,618,40,13,14,51,11,9,0,0,43,54,8,2,2,158,21,10,4,0,163,182,12,4,4,230,27,8,1,0,190,216,6,2,2,123,20,11,2,0,109,128,11,4,5,23,5,4,1,0,33,37,4,1,1,0
03/04/2022,460,69,40,10,3,529,612,40,12,13,44,7,8,2,1,45,56,8,2,2,139,19,10,4,1,156,177,11,4,4,150,22,7,1,0,188,216,6,2,2,106,9,14,3,1,108,126,12,4,4,21,12,1,0,0,31,36,3,1,1,0
03/05/2022,317,52,28,12,0,526,605,40,13,14,29,4,7,5,0,44,55,9,2,3,86,11,5,3,0,154,173,10,4,4,107,16,4,1,0,188,214,6,2,2,66,20,8,1,0,107,126,11,3,4,29,1,4,2,0,32,37,3,1,1,0
03/06/2022,338,71,20,8,0,522,603,38,11,12,23,7,5,2,0,44,53,9,3,3,122,26,5,2,0,153,174,10,4,4,109,24,3,1,0,187,213,6,1,1,68,7,5,3,0,107,126,11,3,3,16,7,2,0,0,31,36,3,1,1,0
03/07/2022,656,85,23,11,0,515,593,34,12,13,38,7,3,1,0,41,50,8,2,2,231,23,6,3,0,158,178,9,4,4,241,33,5,0,0,186,212,5,1,1,109,19,7,5,0,101,118,9,3,4,37,3,4,2,0,29,35,3,1,1,0
03/08/2022,681,87,23,6,0,525,605,31,10,11,52,8,5,1,0,41,49,7,2,2,244,31,7,4,0,167,189,8,4,4,238,32,5,0,0,187,214,5,1,1,111,12,3,1,0,101,117,8,2,3,36,4,3,0,0,30,35,3,1,1,0
03/09/2022,625,109,28,11,0,523,603,29,9,10,42,9,8,2,0,40,47,6,2,2,220,40,6,3,0,171,196,7,3,3,229,41,2,2,0,186,214,5,1,1,109,17,8,4,0,99,114,8,3,3,25,2,4,0,0,27,32,3,1,1,0
03/10/2022,700,128,29,10,0,540,625,27,10,10,49,17,8,3,0,40,48,6,2,2,241,36,10,3,0,183,210,7,3,3,259,52,2,2,0,190,222,4,1,1,120,20,9,2,0,98,113,8,3,3,30,3,0,0,0,28,32,3,1,1,0
03/11/2022,604,91,22,8,1,560,649,25,9,10,59,9,5,1,1,42,50,6,2,2,207,32,7,3,0,193,221,7,3,3,203,29,5,1,0,198,230,4,1,1,104,16,3,3,0,98,114,6,3,3,30,5,2,0,0,29,33,3,1,1,0
03/12/2022,296,58,19,9,0,557,647,23,9,9,21,6,4,2,0,41,50,5,2,2,102,17,6,4,0,195,225,7,3,3,100,21,3,1,0,197,230,4,1,1,60,11,6,2,0,97,112,6,3,3,13,3,1,0,0,27,31,2,0,0,0
03/13/2022,435,93,24,9,0,571,664,24,9,9,35,16,2,1,0,42,53,5,2,2,129,19,7,3,0,196,225,7,3,3,152,42,2,1,0,203,239,3,1,1,92,13,11,2,0,101,116,7,3,3,27,3,2,2,0,28,32,2,1,1,0
03/14/2022,900,126,34,15,0,606,705,26,10,10,68,16,3,3,0,47,58,5,2,2,327,39,7,3,0,210,241,7,3,3,320,37,9,2,0,214,251,4,1,1,148,28,13,4,0,106,123,8,3,3,36,6,2,3,0,28,32,2,1,1,0
03/15/2022,847,110,30,10,1,630,732,27,10,11,61,13,8,6,0,48,60,5,3,3,312,30,9,1,0,220,250,7,3,3,300,40,7,3,1,223,261,4,2,2,141,24,3,0,0,111,129,8,2,2,33,3,3,0,0,28,31,2,1,1,0
03/16/2022,873,146,25,9,0,665,772,26,10,10,70,22,5,2,0,52,66,5,3,3,276,39,5,1,0,228,258,7,3,3,349,47,6,0,0,240,279,5,1,2,154,29,7,5,0,117,137,7,3,3,24,9,3,1,0,28,32,2,1,1,0
03/17/2022,752,109,29,4,0,672,777,26,9,9,66,14,5,0,0,54,68,5,2,2,246,31,9,1,0,228,258,7,2,2,286,36,2,1,0,244,280,5,1,1,125,21,8,1,0,118,138,7,2,2,29,7,5,1,0,27,33,3,1,1,0
03/18/2022,801,144,33,6,0,701,813,28,9,9,63,10,4,1,0,55,69,4,2,2,237,38,8,2,0,233,263,7,2,2,319,56,3,1,0,261,301,5,1,1,153,26,17,1,0,125,146,9,2,2,28,14,2,1,0,27,34,3,1,1,0
03/19/2022,447,121,22,5,0,722,843,28,8,8,26,8,4,0,0,56,70,4,2,2,132,27,5,3,0,237,269,7,2,2,173,46,9,0,0,271,315,5,1,1,90,29,1,1,0,129,153,9,2,2,26,11,3,1,0,29,37,3,1,1,0
03/20/2022,652,138,25,6,0,753,881,28,8,8,28,9,3,0,0,55,68,5,2,2,210,42,11,1,0,249,284,8,2,2,251,46,4,2,0,285,329,6,1,1,134,35,7,2,0,135,162,8,2,2,29,6,1,1,0,29,37,3,1,1,0
03/21/2022,"1,311",203,26,3,0,812,951,27,6,6,105,32,6,0,0,60,75,5,1,1,398,59,9,2,0,259,297,8,2,2,555,59,6,1,0,319,366,5,1,1,207,37,3,0,0,143,172,7,1,1,45,16,3,0,0,31,40,3,1,1,0
03/22/2022,"1,282",193,29,4,1,874,"1,025",27,5,5,91,22,6,0,0,64,81,5,0,0,425,43,10,1,0,275,315,8,2,2,495,83,7,0,1,347,400,5,1,1,214,36,4,2,0,154,184,7,2,2,55,9,4,1,0,34,44,3,1,1,0
03/23/2022,"1,270",194,21,4,0,931,"1,088",26,5,5,85,17,6,1,0,66,82,5,0,0,403,55,6,0,0,293,335,8,1,1,493,83,6,0,0,367,426,5,1,1,225,36,3,0,0,164,195,6,1,1,63,3,0,3,0,39,49,3,1,1,0
03/24/2022,"1,176",197,24,5,0,991,"1,161",26,5,5,103,19,2,1,0,72,88,4,0,0,356,52,11,1,0,309,354,9,1,1,447,83,2,2,0,390,456,5,1,1,217,36,6,1,0,177,211,6,1,1,53,7,3,0,0,43,52,2,1,1,0
03/25/2022,"1,094",209,40,5,0,"1,033","1,212",27,5,5,94,31,5,3,0,76,96,5,1,1,332,41,11,0,0,322,368,9,1,1,411,94,10,0,0,404,474,6,1,1,211,38,14,2,0,185,221,5,1,1,45,5,0,0,0,45,53,2,1,1,0
03/26/2022,677,159,25,6,0,"1,066","1,251",27,5,5,49,11,4,2,0,79,99,5,1,1,229,56,4,1,0,336,386,9,1,1,216,51,5,3,0,410,481,6,1,1,128,28,10,0,0,191,226,7,1,1,55,13,2,0,0,49,58,2,1,1,0
03/27/2022,777,163,22,6,0,"1,084","1,272",27,5,5,49,12,4,1,0,82,103,5,1,1,267,44,8,3,0,344,394,8,1,1,272,60,2,1,0,413,486,5,1,1,150,33,5,1,0,193,228,6,1,1,39,14,3,0,0,51,60,2,1,1,0
